locale,group,key,value,basis,source,section,sourceTerm,note
"zh-Hans-CN","names","9:16 Vertical","9:16 竖向","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Letterbox / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Pixelation","像素化","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Pixelation / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Block Size","像素块大小","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Block Size / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Dither","抖色","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Dither / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Aspect Ratio","长宽比","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Aspect Ratio / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Tilt-Shift","移轴","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Tilt-Shift / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Depth Mode","深度模式","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Depth Mode / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Blur","模糊","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Blur / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Position","位置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Position / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Width","宽度","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Width / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Angle","角度","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Angle / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Vignette","暗角","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Vignette / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Radius","半径","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Radius / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Zoom Blur","变焦模糊","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Zoom Blur / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Center X","中心・水平","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Center X / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Center Y","中心・垂直","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Center Y / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Focus Zone","对焦区域","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Focus Zone / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Spread","扩散范围","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Spread / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Focus Distance","对焦距离","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Focus Distance / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Manual Focus Assist","手动对焦辅助","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Manual Focus Assist / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Zone Size","区域大小","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Zone Size / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Zone Softness","区域柔化","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Zone Softness / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Edge Feather","边缘羽化","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Edge Feather / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Max Blur Size","最大模糊大小","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Max Blur Size / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Player Visibility","玩家可见性","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Player Visibility / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Hide Remote Players","隐藏其他玩家","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Hide Remote Players / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Hide Self","隐藏自己","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Hide Self / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Avatar Offset","Avatar偏移","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Avatar Offset / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Rotate With Avatar","跟随Avatar旋转","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Rotate With Avatar / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Drop (Reset to Hand)","返回手中","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Drop (Reset to Hand) / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Move Drone Vertical","垂直移动无人机","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Move Drone Vertical / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Camera Pins & Dolly","相机机位与轨道移动","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Teleport","传送","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Teleport / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Dolly","轨道移动","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Reset to Hand","返回手中","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Reset to Hand / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Show Pins","显示机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Show Pins / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Show Path","显示路径","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Show Path / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Show Numbers","显示编号","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Show Numbers / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Play","播放","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Play / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Stop","停止","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Stop / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Playback","播放位置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Playback / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Move","移动","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Move / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Go To Pin","前往机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Go To Pin / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Duration","持续时间","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Duration / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Loop","循环","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Loop / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Delay","延迟","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Delay / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Path","路径","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Path / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Hand Rotate (Pins)","手动旋转（机位）","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Hand Rotate (Pins) / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Hand Offset","手部偏移","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Hand Offset / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Drop Next","放置下一机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Drop Next / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Clear All (Hold)","清除全部（长按）","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Full","全方向","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Full / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Vertical","仅垂直","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Vertical / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Teleport Next","传送到下一机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Teleport Next / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Reverse","往返","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Reverse / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Linear","线性","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Linear / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Smooth","平滑","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Smooth / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Fitted","拟合曲线","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Fitted / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Preset Saver","预设保存","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Preset Saver / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Save","保存","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Save / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Load","加载","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Load / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Load Defaults","恢复默认设置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Load Defaults / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Favorites","收藏","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Favorites / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","directions","TOP","上","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","UP","上","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","RIGHT","右","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","BOTTOM","下","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","DOWN","下","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","LEFT","左","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","FORWARD","前","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","BACK","后","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","Next","下一页","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","CameraPin","机位{0}","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","Seconds","{0}秒","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Duration / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","Minutes","{0}分钟","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Duration / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","WorldDrop","固定在世界","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","CameraPinDrop","放置机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","VignetteSoftness","边缘柔化","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Vignette / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","FisheyeCenterX","水平位置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Fisheye Lens / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","FisheyeCenterY","垂直位置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Fisheye Lens / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","ZoomInSpeed4","远摄端 速度4","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","ZoomOutSpeed4","广角端 速度4","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","100","广角端 速度1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","101","广角端 速度2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","102","广角端 速度3","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","104","远摄端 速度1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","105","远摄端 速度2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","106","远摄端 速度3","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","108","曝光补偿 -1/3级","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","110","曝光补偿 +1/3级","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","113","WB校正：蓝色方向","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","114","WB校正：重置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","115","WB校正：琥珀色方向","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","117","近端 中","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","118","近端 小","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","120","远端 小","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","121","远端 中","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","129","稍微向上看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","130","稍微向下看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","0","35mm全画幅","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","1","APS-H","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","2","APS-C（1.5倍）","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","3","APS-C（1.6倍）","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","4","微型4/3","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","5","1.0英寸","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","0","关闭","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","1","电影感1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","2","电影感2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","3","HLG","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","4","中性","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Enable","啟用","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Advanced","進階設定","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Zoom","變焦","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Drone","無人機","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Settings","設定","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Reset","重設","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
