locale,group,key,value,basis,source,section,sourceTerm,note
"ja-JP","sensorBlanks","0","35mmフルサイズ","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","sensorBlanks","1","APS-H","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","sensorBlanks","2","APS-C（1.5倍）","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","sensorBlanks","3","APS-C（1.6倍）","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","sensorBlanks","4","マイクロフォーサーズ","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","sensorBlanks","5","1.0型","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","tonemapBlanks","0","切","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","tonemapBlanks","1","フィルミック1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","tonemapBlanks","2","フィルミック2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","tonemapBlanks","3","HLG","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"ja-JP","tonemapBlanks","4","ニュートラル","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Enable","启用","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Advanced","高级设置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Zoom","变焦","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Drone","无人机","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Settings","设置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Focus","对焦","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Focus","对焦","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Reset","重置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Exposure","曝光","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0500.html","UG-03_Shooting-1_0500.html / Exposure","曝光","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Filters","滤镜","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Stabilize","影像稳定器","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0330.html","UG-03_Shooting-1_0330.html / Stabilize","影像稳定器","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Aperture","光圈","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Aperture","光圈","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Portrait","竖拍","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Display","显示","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / Display","显示","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Normal","标准","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0110.html","UG-03_Shooting-1_0110.html / Normal","标准","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Depth Cool","深度・冷色","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Depth Cute","深度・可爱","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Spotlight","聚光灯","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Green Back","绿幕","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Blue Back","蓝幕","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","RIGHT","右","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","UP","上","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","DOWN","下","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","LEFT","左","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Show/Hide","显示/隐藏","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Color","颜色","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Hexagon","六边形","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Octagon","八边形","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Square","方形","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Look At Face","朝向面部","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Look Up","向上看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Look Down","向下看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Look At Feet","朝向脚部","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Track Self","追踪自己","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Track Self...","追踪自己...","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Infinity","无限远","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Auto Focus","AF","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0040.html","UG-04_AF-Drive_0040.html / Auto Focus","AF","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Manual Focus","MF","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Manual Focus","MF","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Macro","微距","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Picture Style","照片风格","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0110.html","UG-03_Shooting-1_0110.html / Picture Style","照片风格","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Quick Selfie","快速自拍","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Extra...","更多...","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Movie Mode","短片模式","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Avatar-Drop","固定到Avatar","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","3D Mode","3D模式","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Mount Swap","切换安装位置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Hide Lens","隐藏镜头","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Increase","缩小光圈","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Increase","缩小光圈","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Decrease","开大光圈","canon-adapted","https://cam.start.canon/zh/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Decrease","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Sensor Type","感应器尺寸","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","DoF Mode","景深模式","canon-adapted","https://cam.start.canon/zh/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / DoF Mode","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Av Dial","光圈值","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Av Dial","光圈值","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Bokeh Shape","散景形状","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","V. Horizon","电子水准仪","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / V. Horizon","电子水准仪","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Grid","网格线","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / Grid","网格线","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Monitor","监视器","canon-adapted","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / Monitor","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Move HUD","移动显示","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Focus Peaking","MF峰值","canon-adapted","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Focus Peaking","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Hand-Rotate","手动旋转","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Change Angle","改变角度","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Tracking","追踪","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0060.html","UG-04_AF-Drive_0060.html / Tracking","追踪","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Move Camera","移动相机","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Drone Speed","无人机速度","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Move Pivot","移动枢轴点","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Track Pivot","追踪枢轴点","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Smoothing","平滑度","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Drop Pivot","放置枢轴点","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Vertical Lock","垂直锁定","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","EV Dial","曝光补偿","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0500.html","UG-03_Shooting-1_0500.html / EV Dial","曝光补偿","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Auto Exposure","自动曝光","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Auto Exposure","自动曝光","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","White Bal.","白平衡","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0190.html","UG-03_Shooting-1_0190.html / White Bal.","白平衡","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Avatar AF","Avatar AF","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Move Focus","对焦位置","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Move Focus","对焦位置","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Pro Autofocus","高级AF","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Operation","操作模式","canon-adapted","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0040.html","UG-04_AF-Drive_0040.html / Operation","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","AF Area","自动对焦区域","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0060.html","UG-04_AF-Drive_0060.html / AF Area","自动对焦区域","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Response","追踪灵敏度","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0090.html","UG-04_AF-Drive_0090.html / Response","追踪灵敏度","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。 修正: 被摄体切换 → 追踪灵敏度。"
"zh-Hans-CN","names","Drive Speed","对焦驱动速度","canon-adapted","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0100.html","UG-04_AF-Drive_0100.html / Drive Speed","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","AF-ON","AF-ON","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","AF Lock","AF锁","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Focus Guide","对焦向导","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Focus Guide","对焦向导","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","One-Shot AF","单次自动对焦","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0040.html","UG-04_AF-Drive_0040.html / One-Shot AF","单次自动对焦","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Servo AF","伺服自动对焦","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0040.html","UG-04_AF-Drive_0040.html / Servo AF","伺服自动对焦","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Spot","定点","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0060.html","UG-04_AF-Drive_0060.html / Spot","定点","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Zone","区域","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0060.html","UG-04_AF-Drive_0060.html / Zone","区域","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Avatar Priority","Avatar优先","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Locked-on","锁定","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0090.html","UG-04_AF-Drive_0090.html / Locked-on","锁定","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Standard","标准","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0110.html","UG-03_Shooting-1_0110.html / Standard","标准","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Responsive","敏感","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-04_AF-Drive_0090.html","UG-04_AF-Drive_0090.html / Responsive","敏感","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。 修正: 灵敏 → 敏感。"
"zh-Hans-CN","names","Custom","自定义功能","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","names","Far Clip Plane","远裁剪平面","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Far Clip Plane / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Smooth DoF Edges","平滑景深边缘","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Smooth DoF Edges / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Softness","柔化度","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Softness / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Smooth Rotate","平滑旋转","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Smooth Rotate / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Anamorphic Bokeh","变形宽银幕散景","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Anamorphic Bokeh / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Chromatic Aberration","色差","canon-exact","https://cam.start.canon/zh/C017/manual/html/UG-03_Shooting-1_0220.html","UG-03_Shooting-1_0220.html / Chromatic Aberration","色差","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hans-CN","names","Enabled","启用","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Enabled / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Transverse CA","倍率色差","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Transverse CA / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Axial CA","轴向色差","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Axial CA / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Axial Focus-Aware","轴向对焦联动","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Axial Focus-Aware / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Magenta-Green","洋红/绿色","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Magenta-Green / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Color Grading","色彩分级","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Color Grading / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Saturation","饱和度","adobe-exact","https://helpx.adobe.com/cn/photoshop/using/color-adjustments.html","Saturation","饱和度","対象地域のAdobe画像編集資料の同じ色調・効果用語を照合。Canon表記とは区別する。"
"zh-Hans-CN","names","Vibrance","自然饱和度","adobe-exact","https://helpx.adobe.com/cn/photoshop/using/color-adjustments.html","Vibrance","自然饱和度","対象地域のAdobe画像編集資料の同じ色調・効果用語を照合。Canon表記とは区別する。"
"zh-Hans-CN","names","Contrast","对比度","adobe-exact","https://helpx.adobe.com/cn/photoshop/using/color-adjustments.html","Contrast","对比度","対象地域のAdobe画像編集資料の同じ色調・効果用語を照合。Canon表記とは区別する。"
"zh-Hans-CN","names","Shadows","阴影","adobe-exact","https://helpx.adobe.com/cn/photoshop/using/color-adjustments.html","Shadows","阴影","対象地域のAdobe画像編集資料の同じ色調・効果用語を照合。Canon表記とは区別する。"
