locale,group,key,value,basis,source,section,sourceTerm,note
"ru-RU","names","Move","Переместить вручную","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BF%D0%B5%D1%80%D0%B5%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D1%82%D1%8C&oldid=9840817","переместить","","Manual dolly movement. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Go To Pin","Перейти к метке","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BC%D0%B5%D1%82%D0%BA%D0%B0&oldid=13590971","метка","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Duration","Длительность","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Loop","Повтор","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Delay","Задержка","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Path","Траектория","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Hand Rotate (Pins)","Вращать метки рукой","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D1%80%D0%B0%D1%89%D0%B0%D1%82%D1%8C&oldid=13556280","вращать","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Hand Offset","Смещение руки","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BC%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5&oldid=12647710","смещение","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Drop Next","Установить следующую метку","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%82%D1%8C&oldid=12060520","установить","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Clear All (Hold)","Очистить всё (удерживать)","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%83%D0%B4%D0%B5%D1%80%D0%B6%D0%B8%D0%B2%D0%B0%D1%82%D1%8C&oldid=13353298","удерживать","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Full","Все направления","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Vertical","Только по вертикали","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%B5%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8C&oldid=13565318","вертикаль","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Teleport Next","Телепортироваться к следующей метке","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BC%D0%B5%D1%82%D0%BA%D0%B0&oldid=13590971","метка","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Reverse","Туда и обратно","review-required","","","","Ping-pong playback, not reversed camera orientation. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Linear","Линейная","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Smooth","Интерполяция точек","review-required","","","","Path through control points (interpolation). Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Fitted","Аппроксимирующая кривая","review-required","","","","Path approximating control points (fitted curve). Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Preset Saver","Сохранение предустановок","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","names","Load Defaults","Загрузить значения по умолчанию","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B7%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%B8%D1%82%D1%8C&oldid=14091322","загрузить","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","names","Favorites","Избранное","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","directions","TOP","Вверх","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%B2%D0%B5%D1%80%D1%85&oldid=14193260","вверх","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","directions","UP","Вверх","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%B2%D0%B5%D1%80%D1%85&oldid=14193260","вверх","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","directions","RIGHT","Вправо","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%BF%D1%80%D0%B0%D0%B2%D0%BE&oldid=11538262","вправо","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","directions","BOTTOM","Вниз","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%BD%D0%B8%D0%B7&oldid=11349384","вниз","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","directions","DOWN","Вниз","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%BD%D0%B8%D0%B7&oldid=11349384","вниз","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","directions","LEFT","Влево","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B2%D0%BB%D0%B5%D0%B2%D0%BE&oldid=10122973","влево","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","directions","FORWARD","Вперёд","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","directions","BACK","Назад","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","dynamic","Next","Далее","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","dynamic","CameraPin","Метка {0}","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","dynamic","Seconds","{0} с","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","dynamic","Minutes","{0} мин","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","dynamic","WorldDrop","Закрепить в мире","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B7%D0%B0%D0%BA%D1%80%D0%B5%D0%BF%D0%B8%D1%82%D1%8C&oldid=12238654","закрепить","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","dynamic","CameraPinDrop","Установить метку","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%82%D1%8C&oldid=12060520","установить","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","dynamic","VignetteSoftness","Растушёвка края","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%80%D0%B0%D1%81%D1%82%D1%83%D1%88%D1%91%D0%B2%D0%BA%D0%B0&oldid=10824800","растушёвка","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Soft transition width for this specific blur/edge effect; not image contrast or material softness."
"ru-RU","dynamic","FisheyeCenterX","Положение по горизонтали","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%B3%D0%BE%D1%80%D0%B8%D0%B7%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C&oldid=13597897","горизонталь","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","dynamic","FisheyeCenterY","Положение по вертикали","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BF%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5&oldid=13258093","положение","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","dynamic","ZoomInSpeed4","Скорость в сторону телефото 4","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","dynamic","ZoomOutSpeed4","Скорость в сторону широкого угла 4","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","100","Скорость в сторону широкого угла 1","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","101","Скорость в сторону широкого угла 2","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","102","Скорость в сторону широкого угла 3","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","104","Скорость в сторону телефото 1","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","105","Скорость в сторону телефото 2","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","106","Скорость в сторону телефото 3","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D1%81%D0%BA%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%8C&oldid=14184402","скорость","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","129","Направить немного вверх","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BD%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D1%8C&oldid=13622514","направить","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","featureBlanks","130","Направить немного вниз","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BD%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D1%8C&oldid=13622514","направить","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","sensorBlanks","0","Полный кадр 35 мм","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","sensorBlanks","4","Микро 4/3","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","sensorBlanks","5","Тип 1,0","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","tonemapBlanks","0","Выключено","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"ru-RU","tonemapBlanks","1","Плёночный 1","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BF%D0%BB%D1%91%D0%BD%D0%BE%D1%87%D0%BD%D1%8B%D0%B9&oldid=12207767","плёночный","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","tonemapBlanks","2","Плёночный 2","dictionary-candidate","https://ru.wiktionary.org/w/index.php?title=%D0%BF%D0%BB%D1%91%D0%BD%D0%BE%D1%87%D0%BD%D1%8B%D0%B9&oldid=12207767","плёночный","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"ru-RU","tonemapBlanks","4","Нейтральное","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"it-IT","names","Advanced","Avanzate","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=avanzate&oldid=3845127","avanzate","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Zoom","Zoom","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=zoom&oldid=4251859","zoom","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Drone","Drone","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=drone&oldid=4253094","drone","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Filters","Filtri","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=filtri&oldid=4238453","filtri","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Portrait","Orientamento verticale","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=orientamento&oldid=4013119","orientamento","","Camera orientation, not a portrait picture-style preset. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Portrait means vertical frame orientation here, never the portrait color preset."
"it-IT","names","Normal","Normale","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=normale&oldid=4044597","normale","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Depth Cool","Profondità fredda","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=profondit%C3%A0&oldid=3894781","profondità","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Depth Cute","Profondità morbida","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=profondit%C3%A0&oldid=3894781","profondità","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Spotlight","Riflettore","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=riflettore&oldid=3903216","riflettore","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Green Back","Sfondo verde","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=sfondo&oldid=3997416","sfondo","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Blue Back","Sfondo blu","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=sfondo&oldid=3997416","sfondo","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","RIGHT","Destra","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=destra&oldid=4066995","destra","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","UP","Su","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"it-IT","names","DOWN","Giù","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=gi%C3%B9&oldid=4045362","giù","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","LEFT","Sinistra","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=sinistra&oldid=3970609","sinistra","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Show/Hide","Mostra/Nascondi","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=nascondi&oldid=3865294","nascondi","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Hexagon","Esagono","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=esagono&oldid=3893973","esagono","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Octagon","Ottagono","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=ottagono&oldid=4032987","ottagono","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Square","Quadrato","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=Quadrato&oldid=3565029","Quadrato","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Look At Face","Punta al viso","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=punta&oldid=4032861","punta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Look Up","Punta verso l'alto","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=punta&oldid=4032861","punta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Look Down","Punta verso il basso","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=punta&oldid=4032861","punta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Look At Feet","Punta ai piedi","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=punta&oldid=4032861","punta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Track Self","Segui te stesso","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=stesso&oldid=4066830","stesso","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Track Self...","Segui te stesso...","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=stesso&oldid=4066830","stesso","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Macro","Macro","review-required","","","","Translation of the VRCLens function, retaining its original semantics. Exact native-language source remains unverified; provisional wording is not counted as source-verified."
"it-IT","names","Quick Selfie","Selfie rapido","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=selfie&oldid=3991307","selfie","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Extra...","Altro...","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=altro&oldid=4124194","altro","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Movie Mode","Modalità filmato","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=modalit%C3%A0&oldid=3975919","modalità","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Avatar-Drop","Fissa all'avatar","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=fissa&oldid=3933847","fissa","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","3D Mode","Modalità 3D","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=modalit%C3%A0&oldid=3975919","modalità","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Retained tokens identify a technical function, display system, sensor format, or named aspect-ratio standard; they are not untranslated ordinary prose."
"it-IT","names","Mount Swap","Cambia supporto","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=supporto&oldid=4251320","supporto","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Hide Lens","Nascondi obiettivo","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=obiettivo&oldid=3962464","obiettivo","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Sensor Type","Dimensioni del sensore","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=dimensioni&oldid=3973901","dimensioni","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Bokeh Shape","Forma del bokeh","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=forma&oldid=4221215","forma","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Move HUD","Sposta HUD","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=sposta&oldid=3791991","sposta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation. Retained tokens identify a technical function, display system, sensor format, or named aspect-ratio standard; they are not untranslated ordinary prose."
"it-IT","names","Hand-Rotate","Ruota a mano","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=ruota&oldid=4254161","ruota","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Change Angle","Cambia orientamento","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=orientamento&oldid=4013119","orientamento","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Move Camera","Sposta fotocamera","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=fotocamera&oldid=3968096","fotocamera","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Drone Speed","Velocità del drone","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=velocit%C3%A0&oldid=4042644","velocità","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Move Pivot","Sposta perno","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=sposta&oldid=3791991","sposta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Track Pivot","Insegui perno","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=insegui&oldid=3304311","insegui","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Smoothing","Inseguimento fluido","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=inseguimento&oldid=3894295","inseguimento","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Drop Pivot","Posiziona perno","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=posiziona&oldid=3320856","posiziona","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Vertical Lock","Blocco verticale","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=verticale&oldid=3939988","verticale","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Avatar AF","Messa a fuoco automatica sull'avatar","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=automatica&oldid=3706638","automatica","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Move Focus","Sposta messa a fuoco","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=sposta&oldid=3791991","sposta","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
"it-IT","names","Pro Autofocus","Messa a fuoco automatica avanzata","dictionary-candidate","https://it.wiktionary.org/w/index.php?title=automatica&oldid=3706638","automatica","","Translation of the VRCLens function, retaining its original semantics. Candidate lexical reference only: native-language section, relevant sense, and complete phrase require review. Not counted as a verified translation."
